trade_idx,ticker,entry_date,bar_count_at_entry,spy_dk_at_entry,species_classification,W1,W2,W3,cohort,days_held,pnl_pct,exit_reason
81,BHVN,2021-08-03,338,0,,False,False,False,noW3,1,0.04242,exit_a_not_accumulate
82,NEWT,2021-08-03,338,0,,False,False,False,noW3,1,0.031661,exit_a_not_accumulate
83,LMAT,2021-07-14,324,0,,False,False,False,noW3,22,0.039912,exit_a_not_accumulate
84,XRAY,2021-08-02,337,0,,False,False,False,noW3,3,-0.106609,exit_f_catastrophic
85,NAVI,2021-08-03,338,0,,False,False,False,noW3,2,0.019608,exit_a_not_accumulate
86,XRAY,2021-08-05,340,0,,False,False,False,noW3,1,0.005671,exit_a_not_accumulate
87,VSTM,2021-08-02,337,0,,False,False,False,noW3,7,-0.060317,exit_a_not_accumulate
88,VREX,2021-06-14,303,0,,False,False,False,noW3,58,0.048247,exit_a_not_accumulate
89,ACTG,2021-07-27,333,0,,False,False,False,noW3,15,0.050611,exit_a_not_accumulate
90,HCSG,2021-08-10,343,0,,False,False,False,noW3,1,0.006011,exit_a_not_accumulate
91,RDVT,2021-06-29,314,0,,False,False,False,noW3,44,0.145726,exit_a_not_accumulate
92,DBX,2021-08-05,340,0,,False,False,False,noW3,7,-0.010743,exit_a_not_accumulate
93,LOOP,2021-08-06,341,0,,False,False,False,noW3,7,-0.10224,exit_f_catastrophic
94,PAA,2021-07-19,327,0,,False,False,False,noW3,28,0.009336,exit_a_not_accumulate
95,PAGP,2021-07-19,327,0,,False,False,False,noW3,28,0.007897,exit_a_not_accumulate
96,TWIN,2021-08-11,344,0,,False,False,False,noW3,7,-0.080771,exit_a_not_accumulate
97,GAIA,2021-07-07,319,0,,False,False,False,noW3,43,-0.108549,exit_f_catastrophic
98,NOA,2021-08-12,345,0,,False,False,False,noW3,7,-0.066381,exit_a_not_accumulate
99,ZUMZ,2021-08-09,342,0,,False,False,False,noW3,11,-0.012888,exit_a_not_accumulate
100,MD,2021-08-17,348,0,,False,False,False,noW3,6,0.02924,exit_a_not_accumulate
101,BHVN,2021-08-09,342,0,,False,False,False,noW3,15,0.103536,exit_a_not_accumulate
102,VALU,2021-08-12,342,0,,False,False,False,noW3,12,0.166772,exit_a_not_accumulate
103,BFST,2021-08-20,351,0,,False,False,False,noW3,4,0.011834,exit_a_not_accumulate
104,INDL,2021-06-14,303,0,,False,False,False,noW3,74,0.101063,exit_a_not_accumulate
105,DUG,2021-08-20,351,0,,False,False,False,noW3,7,-0.100547,exit_f_catastrophic
106,FCCO,2021-08-23,351,0,,False,False,False,noW3,7,-0.009228,exit_a_not_accumulate
107,PBT,2021-07-20,328,0,,False,False,False,noW3,42,0.039761,exit_a_not_accumulate
108,GOOS,2021-08-12,345,0,,False,False,False,noW3,19,0.017232,exit_a_not_accumulate
109,ZUMZ,2021-08-24,353,0,,False,False,False,noW3,7,-0.08032,exit_a_not_accumulate
110,III,2021-08-26,355,0,,False,False,False,noW3,5,0.034335,exit_a_not_accumulate
111,EXTR,2021-08-20,351,0,,False,False,False,noW3,12,-0.002103,exit_a_not_accumulate
112,GDEN,2021-08-27,356,0,,False,False,False,noW3,5,-0.114528,exit_f_catastrophic
113,LOOP,2021-08-13,346,0,,False,False,False,noW3,20,0.145535,exit_a_not_accumulate
114,ARLP,2021-08-17,348,0,,False,False,False,noW3,21,0.144279,exit_a_not_accumulate
115,GOOS,2021-09-01,359,0,,False,False,False,noW3,7,-0.054808,exit_a_not_accumulate
116,CLMT,2021-09-07,362,0,,False,False,False,noW3,1,0.126074,exit_a_not_accumulate
117,TR,2021-08-04,339,0,,False,False,False,noW3,37,-0.100443,exit_f_catastrophic
118,CLB,2021-08-26,355,0,,False,False,False,noW3,19,0.018627,exit_a_not_accumulate
119,MITT,2021-08-10,343,0,,False,False,False,noW3,38,-0.004739,exit_a_not_accumulate
120,RDVT,2021-09-01,359,0,,False,False,False,noW3,16,0.037063,exit_a_not_accumulate
121,FRBA,2021-06-24,311,0,,False,False,False,noW3,88,-0.088778,exit_a_not_accumulate
122,EQBK,2021-09-20,371,0,,False,False,False,noW3,1,0.015655,exit_a_not_accumulate
123,SLB,2021-07-16,326,0,,False,False,False,noW3,68,0.02337,exit_a_not_accumulate
124,DCOM,2021-08-24,353,0,,False,False,False,noW3,29,-0.074478,exit_a_not_accumulate
125,XOMA,2021-09-08,363,0,,False,False,False,noW3,14,-0.048324,exit_a_not_accumulate
126,TZOO,2021-09-20,371,0,,False,False,False,noW3,2,0.003653,exit_a_not_accumulate
127,LXU,2021-09-21,372,0,,False,False,False,noW3,2,0.117886,exit_a_not_accumulate
128,DUG,2021-08-27,356,0,,False,False,False,noW3,28,-0.100537,exit_f_catastrophic
129,BHVN,2021-09-20,371,0,,False,False,False,noW3,7,-0.00591,exit_a_not_accumulate
130,CVI,2021-09-24,375,0,,False,False,False,noW3,3,0.04198,exit_a_not_accumulate
131,USAU,2021-08-10,343,0,,False,False,False,noW3,50,0.003976,exit_a_not_accumulate
132,HBIO,2021-08-16,347,0,,False,False,False,noW3,44,-0.141104,exit_f_catastrophic
133,GOGO,2021-09-28,377,0,,False,False,False,noW3,1,0.005392,exit_a_not_accumulate
134,ANGO,2021-09-28,377,0,,False,False,False,noW3,2,0.10336,exit_a_not_accumulate
135,IGIC,2021-08-23,346,0,,False,False,False,noW3,39,-0.11987,exit_f_catastrophic
136,TZOO,2021-09-29,378,0,,False,False,False,noW3,2,0.0506,exit_a_not_accumulate
137,XOMA,2021-09-27,376,0,,False,False,False,noW3,7,-0.059486,exit_a_not_accumulate
138,ACI,2021-09-08,303,0,,False,False,False,noW3,28,-0.112848,exit_f_catastrophic
139,GWRS,2021-09-16,369,0,,False,False,False,noW3,20,-0.033283,exit_a_not_accumulate
140,TZOO,2021-10-06,383,0,,False,False,False,noW3,1,0.050577,exit_a_not_accumulate
141,MHH,2021-10-06,383,0,,False,False,False,noW3,2,0.00928,exit_a_not_accumulate
142,LEGH,2021-08-24,353,0,,False,False,False,noW3,49,-0.042111,exit_a_not_accumulate
143,FVCB,2021-09-09,364,0,,False,False,False,noW3,33,0.018584,exit_a_not_accumulate
144,XOMA,2021-10-08,385,0,,False,False,False,noW3,4,0.010972,exit_a_not_accumulate
145,IGIC,2021-10-01,373,0,,False,False,False,noW3,12,0.0825,exit_a_not_accumulate
146,ASYS,2021-08-30,357,0,,False,False,False,noW3,45,0.137597,exit_a_not_accumulate
147,IDYA,2021-09-24,375,0,,False,False,False,noW3,25,-0.103178,exit_f_catastrophic
148,TZOO,2021-10-11,386,0,,False,False,False,noW3,9,0.108132,exit_a_not_accumulate
149,VOC,2021-10-20,393,0,,False,False,False,noW3,6,0.00381,exit_a_not_accumulate
150,ROAD,2021-09-22,373,0,,False,False,False,noW3,36,0.064692,exit_a_not_accumulate
151,BSVN,2021-08-30,357,0,,False,False,False,noW3,63,0.219534,exit_a_not_accumulate
152,VNDA,2021-10-26,397,0,,False,False,False,noW3,6,0.085586,exit_a_not_accumulate
153,AUB,2021-08-31,358,0,,False,False,False,noW3,63,-0.000539,exit_a_not_accumulate
154,ARLP,2021-09-09,364,0,,False,False,False,noW3,54,0.18836,exit_a_not_accumulate
155,UVSP,2021-10-12,387,0,,False,False,False,noW3,21,0.046886,exit_a_not_accumulate
156,OFG,2021-10-20,393,0,,False,False,False,noW3,13,0.023828,exit_a_not_accumulate
157,NAVI,2021-10-26,397,0,,False,False,False,noW3,7,-0.019628,exit_a_not_accumulate
158,ADNT,2021-10-28,399,0,,False,False,False,noW3,6,0.100482,exit_a_not_accumulate
159,ACI,2021-10-06,323,0,,False,False,False,noW3,29,0.218871,exit_a_not_accumulate
160,MEOH,2021-09-08,363,0,,False,False,False,noW3,58,0.207789,exit_a_not_accumulate
161,FVCB,2021-10-14,389,0,,False,False,False,noW3,22,0.012878,exit_a_not_accumulate
162,CNTY,2021-11-04,404,0,,False,False,False,noW3,1,0.032753,exit_a_not_accumulate
163,BKD,2021-09-27,376,0,,False,False,False,noW3,42,0.297153,exit_a_not_accumulate
164,MANU,2021-11-04,404,0,,False,False,False,noW3,4,0.003667,exit_a_not_accumulate
165,NRT,2021-11-05,405,0,,False,False,False,noW3,3,0.003606,exit_a_not_accumulate
166,ISTR,2021-11-08,406,0,,False,False,False,noW3,1,0.00435,exit_a_not_accumulate
167,RGR,2021-11-03,403,0,,False,False,False,noW3,7,-0.065454,exit_a_not_accumulate
168,GFF,2021-10-04,381,0,,False,False,False,noW3,39,0.158532,exit_a_not_accumulate
169,VNOM,2021-11-09,407,0,,False,False,False,noW3,6,0.0,exit_a_not_accumulate
170,FET,2021-11-12,410,0,,False,False,False,noW3,4,0.031111,exit_a_not_accumulate
171,PBT,2021-11-12,410,0,,False,False,False,noW3,4,0.027677,exit_a_not_accumulate
172,INN,2021-11-10,408,0,,False,False,False,noW3,7,-0.051456,exit_a_not_accumulate
173,KFS,2021-08-06,341,0,,False,False,False,noW3,104,0.02037,exit_a_not_accumulate
174,BLFS,2021-11-19,415,0,,False,False,False,noW3,3,-0.101578,exit_f_catastrophic
175,ROAD,2021-11-11,409,0,,False,False,False,noW3,12,-0.100485,exit_f_catastrophic
176,BLFS,2021-11-22,416,0,,False,False,False,noW3,1,0.019919,exit_a_not_accumulate
177,MTDR,2021-10-08,385,0,,False,False,False,noW3,47,0.024891,exit_a_not_accumulate
178,CODA,2021-10-08,385,0,,False,False,False,noW3,49,-0.101237,exit_f_catastrophic
179,ASYS,2021-11-18,414,0,,False,False,False,noW3,8,-0.03964,exit_a_not_accumulate
180,FENC,2021-10-28,399,0,,False,False,False,noW3,32,-0.468889,exit_f_catastrophic
181,FDP,2021-11-04,404,0,,False,False,False,noW3,25,-0.113052,exit_f_catastrophic
182,BATL,2021-11-10,406,0,,False,False,False,noW3,19,-0.09019,exit_a_not_accumulate
183,BKD,2021-11-18,414,0,,False,False,False,noW3,12,-0.14202,exit_f_catastrophic
184,CARE,2021-11-23,417,0,,False,False,False,noW3,7,-0.09595,exit_a_not_accumulate
185,AMTB,2021-11-23,417,0,,False,False,False,noW3,7,-0.087816,exit_a_not_accumulate
186,ROAD,2021-11-23,417,0,,False,False,False,noW3,9,-0.07904,exit_a_not_accumulate
187,NHTC,2021-10-11,386,0,,False,False,False,noW3,56,-0.101351,exit_f_catastrophic
188,BKD,2021-11-30,421,0,,False,False,False,noW3,7,-0.005,exit_a_not_accumulate
189,RDCM,2021-12-09,427,0,,False,False,False,noW3,1,0.010811,exit_a_not_accumulate
190,VALU,2021-12-06,421,0,,False,False,False,noW3,9,0.063109,exit_a_not_accumulate
191,CALX,2021-12-14,431,0,,False,False,False,noW3,7,0.003575,exit_a_not_accumulate
192,REX,2021-12-06,425,0,,False,False,False,noW3,30,0.022884,exit_a_not_accumulate
193,SXC,2021-12-16,433,0,,False,False,False,noW3,20,0.101721,exit_a_not_accumulate
194,TR,2021-11-02,402,0,,False,False,False,noW3,65,0.10322,exit_a_not_accumulate
195,APA,2022-01-10,449,0,,False,False,False,noW3,1,0.075337,exit_a_not_accumulate
196,FLNG,2021-12-10,429,0,,False,False,False,noW3,33,0.21561,exit_a_not_accumulate
197,TPH,2022-01-06,447,0,,False,False,False,noW3,7,0.011787,exit_a_not_accumulate
198,NTIC,2022-01-06,447,0,,False,False,False,noW3,7,-0.118152,exit_f_catastrophic
199,BRT,2021-11-10,408,0,,False,False,False,noW3,65,0.06365,exit_a_not_accumulate
200,CLF,2022-01-06,447,0,,False,False,False,noW3,12,-0.124947,exit_f_catastrophic
201,DHX,2021-12-08,427,0,,False,False,False,noW3,42,-0.103918,exit_f_catastrophic
202,MTA,2022-01-13,452,0,,False,False,False,noW3,6,0.079295,exit_a_not_accumulate
203,NTIC,2022-01-13,452,0,,False,False,False,noW3,7,-0.034175,exit_a_not_accumulate
204,CLF,2022-01-18,454,0,,False,False,False,noW3,2,-0.102148,exit_f_catastrophic
205,UEIC,2022-01-11,450,0,,False,False,False,noW3,10,-0.102768,exit_f_catastrophic
206,FET,2022-01-21,457,0,,False,False,False,noW3,3,0.043917,exit_a_not_accumulate
207,TBI,2021-10-27,398,0,,False,False,False,noW3,90,-0.043696,exit_a_not_accumulate
208,HLIT,2022-01-12,451,0,,False,False,False,noW3,13,-0.1,exit_f_catastrophic
209,ERIC,2022-01-19,455,0,,False,False,False,noW3,6,0.022727,exit_a_not_accumulate
210,FID,2022-01-21,456,0,,False,False,False,noW3,4,0.007647,exit_a_not_accumulate
211,MTA,2022-01-21,457,0,,False,False,False,noW3,4,0.061654,exit_a_not_accumulate
212,NTIC,2022-01-24,458,0,,False,False,False,noW3,1,0.05919,exit_a_not_accumulate
213,DHX,2022-01-19,455,0,,False,False,False,noW3,7,-0.01711,exit_a_not_accumulate
214,CLF,2022-01-20,456,0,,False,False,False,noW3,6,-0.121556,exit_f_catastrophic
215,FORM,2022-01-13,452,0,,False,False,False,noW3,14,-0.076723,exit_a_not_accumulate
216,GDEN,2021-09-01,359,0,,False,False,False,noW3,149,-0.048621,exit_a_not_accumulate
217,HLIT,2022-01-25,459,0,,False,False,False,noW3,7,-0.123574,exit_f_catastrophic
218,FDP,2021-11-29,420,0,,False,False,False,noW3,65,0.09034,exit_a_not_accumulate
219,APA,2022-02-02,465,0,,False,False,False,noW3,1,0.0048,exit_a_not_accumulate
220,DT,2022-02-02,465,0,,False,False,False,noW3,2,0.073392,exit_a_not_accumulate
221,OXY,2022-02-04,467,0,,False,False,False,noW3,3,0.013096,exit_a_not_accumulate
222,FF,2022-01-25,459,0,,False,False,False,noW3,14,-0.10122,exit_f_catastrophic
223,AP,2022-02-02,465,0,,False,False,False,noW3,6,0.037543,exit_a_not_accumulate
224,MEC,2022-01-24,458,0,,False,False,False,noW3,16,-0.105528,exit_f_catastrophic
225,BHVN,2022-02-08,469,0,,False,False,False,noW3,1,0.040281,exit_a_not_accumulate
226,NHTC,2021-12-20,435,0,,False,False,False,noW3,53,0.170482,exit_a_not_accumulate
227,APA,2022-02-04,467,0,,False,False,False,noW3,7,-0.00117,exit_a_not_accumulate
228,WHG,2022-01-25,459,0,,False,False,False,noW3,21,-0.100346,exit_f_catastrophic
229,FTI,2022-02-14,473,0,,False,False,False,noW3,2,0.070755,exit_a_not_accumulate
230,AP,2022-02-18,477,0,,False,False,False,noW3,5,0.038798,exit_a_not_accumulate
231,OXY,2022-02-22,478,0,,False,False,False,noW3,1,0.002332,exit_a_not_accumulate
232,FTI,2022-02-22,478,0,,False,False,False,noW3,2,0.027778,exit_a_not_accumulate
233,HZO,2022-02-25,481,0,,False,False,False,noW3,3,0.010824,exit_a_not_accumulate
234,AP,2022-03-02,484,0,,False,False,False,noW3,2,0.045161,exit_a_not_accumulate
235,RMCF,2022-02-22,478,0,,False,False,False,noW3,13,-0.104829,exit_f_catastrophic
236,GDEN,2022-03-02,484,0,,False,False,False,noW3,5,-0.134921,exit_f_catastrophic
237,AMRC,2022-03-02,484,0,,False,False,False,noW3,5,0.079223,exit_a_not_accumulate
238,WHG,2022-02-15,474,0,,False,False,False,noW3,21,-0.107291,exit_f_catastrophic
239,CNTY,2022-02-24,480,0,,False,False,False,noW3,12,-0.154492,exit_f_catastrophic
240,BHVN,2022-03-03,485,0,,False,False,False,noW3,6,0.062827,exit_a_not_accumulate
241,CNTY,2022-03-08,488,0,,False,False,False,noW3,1,0.077143,exit_a_not_accumulate
242,SNFCA,2022-02-16,475,0,,False,False,False,noW3,22,-0.006232,exit_a_not_accumulate
243,MITK,2022-03-08,488,0,,False,False,False,noW3,2,0.009852,exit_a_not_accumulate
244,FDP,2022-02-03,466,0,,False,False,False,noW3,36,-0.114523,exit_f_catastrophic
245,TCOM,2022-03-10,490,0,,False,False,False,noW3,1,-0.101577,exit_f_catastrophic
246,RMCF,2022-03-07,487,0,,False,False,False,noW3,7,-0.032982,exit_a_not_accumulate
247,TCOM,2022-03-11,491,0,,False,False,False,noW3,4,0.061296,exit_a_not_accumulate
248,VOC,2022-03-14,492,0,,False,False,False,noW3,1,0.104505,exit_a_not_accumulate
249,RDVT,2022-03-14,492,0,,False,False,False,noW3,1,0.013465,exit_a_not_accumulate
250,ZTO,2022-03-15,493,0,,False,False,False,noW3,1,0.023447,exit_a_not_accumulate
251,FNKO,2022-03-09,489,0,,False,False,False,noW3,8,0.053676,exit_a_not_accumulate
252,SQM,2022-03-15,493,0,,False,False,False,noW3,2,0.044583,exit_a_not_accumulate
253,CHAU,2022-03-16,494,0,,False,False,False,noW3,1,0.017003,exit_a_not_accumulate
254,GOOS,2022-03-08,488,0,,False,False,False,noW3,13,0.114726,exit_a_not_accumulate
255,MEC,2022-02-09,470,0,,False,False,False,noW3,41,-0.024786,exit_a_not_accumulate
256,AP,2022-03-08,488,0,,False,False,False,noW3,14,0.0,exit_a_not_accumulate
257,CLB,2022-03-18,496,0,,False,False,False,noW3,6,0.023051,exit_a_not_accumulate
258,HRZN,2022-03-23,499,0,,False,False,False,noW3,5,0.003551,exit_a_not_accumulate
259,AP,2022-03-24,500,0,,False,False,False,noW3,4,0.0,exit_a_not_accumulate
260,TCI,2022-01-18,446,0,,False,False,False,noW3,73,0.004833,exit_a_not_accumulate
261,HBM,2022-03-30,504,0,,False,False,False,noW3,2,0.001258,exit_a_not_accumulate
262,FORM,2022-02-07,468,0,,False,False,False,noW3,56,0.042195,exit_a_not_accumulate
263,AP,2022-03-29,503,0,,False,False,False,noW3,7,-0.087059,exit_a_not_accumulate
264,CRMD,2022-03-29,503,0,,False,False,False,noW3,9,-0.10084,exit_f_catastrophic
265,RMCF,2022-03-21,497,0,,False,False,False,noW3,21,-0.106426,exit_f_catastrophic
266,PRLB,2022-03-22,498,0,,False,False,False,noW3,20,-0.101136,exit_f_catastrophic
267,GDEN,2022-03-07,487,0,,False,False,False,noW3,42,0.089424,exit_a_not_accumulate
268,FNKO,2022-04-11,512,0,,False,False,False,noW3,7,-0.047778,exit_a_not_accumulate
269,CRNX,2022-04-13,514,0,,False,False,False,noW3,5,-0.14243,exit_f_catastrophic
270,EOLS,2022-03-21,497,0,,False,False,False,noW3,29,-0.000905,exit_a_not_accumulate
271,PLAY,2022-04-06,509,0,,False,False,False,noW3,15,0.108318,exit_a_not_accumulate
272,TBI,2022-01-26,460,0,,False,False,False,noW3,86,0.101548,exit_a_not_accumulate
273,PRTH,2022-04-13,514,0,,False,False,False,noW3,9,-0.104015,exit_f_catastrophic
274,VTOL,2022-04-14,465,0,,False,False,False,noW3,8,-0.069453,exit_a_not_accumulate
275,EPM,2022-03-08,488,0,,False,False,False,noW3,48,-0.106849,exit_f_catastrophic
276,MTA,2022-04-06,509,0,,False,False,False,noW3,19,-0.122478,exit_f_catastrophic
277,PERI,2022-04-12,513,0,,False,False,False,noW3,14,-0.095547,exit_a_not_accumulate
278,CPHC,2022-01-05,395,0,,False,False,False,noW3,112,0.889782,exit_a_not_accumulate
279,FLR,2022-03-17,495,0,,False,False,False,noW3,41,-0.101535,exit_f_catastrophic
280,FTI,2022-04-26,522,0,,False,False,False,noW3,1,0.0,exit_a_not_accumulate
281,EXEL,2022-03-28,502,0,,False,False,False,noW3,31,0.042582,exit_a_not_accumulate
282,PPC,2022-04-25,521,0,,False,False,False,noW3,4,0.041131,exit_a_not_accumulate
283,AP,2022-04-26,522,0,,False,False,False,noW3,3,0.029358,exit_a_not_accumulate
284,FDP,2022-03-24,500,0,,False,False,False,noW3,39,-0.015046,exit_a_not_accumulate
285,EOLS,2022-04-20,518,0,,False,False,False,noW3,15,0.005455,exit_a_not_accumulate
286,FNKO,2022-04-19,517,0,,False,False,False,noW3,17,0.184813,exit_a_not_accumulate
287,HDSN,2022-05-05,529,0,,False,False,False,noW3,1,0.032222,exit_a_not_accumulate
288,FF,2022-02-08,469,0,,False,False,False,noW3,90,0.331536,exit_a_not_accumulate
289,SSL,2022-04-11,512,0,,False,False,False,noW3,28,-0.111156,exit_f_catastrophic
290,SM,2022-04-28,524,0,,False,False,False,noW3,11,-0.060833,exit_a_not_accumulate
291,TRMD,2022-04-06,502,0,,False,False,False,noW3,34,0.067686,exit_a_not_accumulate
292,CNTY,2022-05-10,532,0,,False,False,False,noW3,6,0.025852,exit_a_not_accumulate
293,BHR,2022-05-11,533,0,,False,False,False,noW3,6,0.017637,exit_a_not_accumulate
294,GFF,2022-05-16,536,0,,False,False,False,noW3,1,0.041681,exit_a_not_accumulate
295,RGP,2022-05-03,526,0,,False,False,False,noW3,16,-0.019837,exit_a_not_accumulate
296,PBT,2022-03-31,505,0,,False,False,False,noW3,53,0.347021,exit_a_not_accumulate
297,DBI,2022-05-05,529,0,,False,False,False,noW3,20,0.041317,exit_a_not_accumulate
298,REX,2022-05-18,538,0,,False,False,False,noW3,7,0.003004,exit_a_not_accumulate
299,CNX,2022-05-18,538,0,,False,False,False,noW3,7,0.129418,exit_a_not_accumulate
300,TCI,2022-05-25,527,0,,False,False,False,noW3,8,0.047704,exit_a_not_accumulate
301,TENB,2022-05-17,537,0,,False,False,False,noW3,22,0.173903,exit_a_not_accumulate
302,HFFG,2022-05-11,533,0,,False,False,False,noW3,29,-0.048077,exit_a_not_accumulate
303,BKD,2022-06-01,547,0,,False,False,False,noW3,8,-0.082746,exit_a_not_accumulate
304,GSAT,2022-06-03,549,0,,False,False,False,noW3,6,-0.100719,exit_f_catastrophic
305,TCI,2022-06-03,533,0,,False,False,False,noW3,7,-0.134409,exit_f_catastrophic
306,BLBD,2022-05-20,540,0,,False,False,False,noW3,24,-0.148475,exit_f_catastrophic
307,ARLP,2022-06-07,551,0,,False,False,False,noW3,6,-0.109465,exit_f_catastrophic
308,GSAT,2022-06-09,553,0,,False,False,False,noW3,7,-0.065574,exit_a_not_accumulate
309,FTI,2022-06-10,554,0,,False,False,False,noW3,7,-0.136304,exit_f_catastrophic
310,BSVN,2022-06-10,554,0,,False,False,False,noW3,7,-0.015145,exit_a_not_accumulate
311,ANGO,2022-06-10,554,0,,False,False,False,noW3,7,0.029169,exit_a_not_accumulate
312,AGYS,2022-06-13,555,0,,False,False,False,noW3,4,0.048562,exit_a_not_accumulate
313,SSL,2022-05-09,531,0,,False,False,False,noW3,44,0.005296,exit_a_not_accumulate
314,FET,2022-06-15,557,0,,False,False,False,noW3,8,-0.122365,exit_f_catastrophic
315,TWI,2022-06-23,562,0,,False,False,False,noW3,1,0.075829,exit_a_not_accumulate
316,PLAY,2022-06-17,559,0,,False,False,False,noW3,10,0.013337,exit_a_not_accumulate
317,PDBC,2022-05-12,534,0,,False,False,False,noW3,54,-0.102809,exit_f_catastrophic
318,CNX,2022-06-28,565,0,,False,False,False,noW3,7,-0.114173,exit_f_catastrophic
319,RDVT,2022-06-29,566,0,,False,False,False,noW3,7,-0.018819,exit_a_not_accumulate
320,PFGC,2022-07-06,570,0,,False,False,False,noW3,2,0.020869,exit_a_not_accumulate
321,RARE,2022-06-28,565,0,,False,False,False,noW3,15,0.126069,exit_a_not_accumulate
322,TCI,2022-06-10,538,0,,False,False,False,noW3,34,0.02675,exit_a_not_accumulate
323,FET,2022-06-23,562,0,,False,False,False,noW3,21,-0.108052,exit_f_catastrophic
324,CNX,2022-07-05,569,0,,False,False,False,noW3,9,0.082375,exit_a_not_accumulate
325,INSW,2022-07-08,572,0,,False,False,False,noW3,10,0.137265,exit_a_not_accumulate
326,OII,2022-07-11,573,0,,False,False,False,noW3,8,0.012884,exit_a_not_accumulate
327,FET,2022-07-14,576,0,,False,False,False,noW3,5,0.094548,exit_a_not_accumulate
328,RGP,2022-07-15,576,0,,False,False,False,noW3,6,0.019697,exit_a_not_accumulate
329,NCNA,2022-07-19,579,0,,False,False,False,noW3,3,0.02994,exit_a_not_accumulate
330,NEWT,2022-07-14,576,0,,False,False,False,noW3,11,0.041216,exit_a_not_accumulate
331,SMCI,2022-07-21,581,0,,False,False,False,noW3,4,0.030636,exit_a_not_accumulate
332,CLW,2022-07-29,587,0,,False,False,False,noW3,5,0.176921,exit_a_not_accumulate
333,ADTN,2022-06-13,555,0,,False,False,False,noW3,52,0.279778,exit_a_not_accumulate
334,KE,2022-08-03,590,0,,False,False,False,noW3,7,-0.005977,exit_a_not_accumulate
335,NYT,2022-08-01,588,0,,False,False,False,noW3,11,0.070431,exit_a_not_accumulate
336,DXR,2022-08-10,537,0,,False,False,False,noW3,5,0.001156,exit_a_not_accumulate
337,SMCI,2022-08-12,597,0,,False,False,False,noW3,11,0.038043,exit_a_not_accumulate
338,NRP,2022-07-12,574,0,,False,False,False,noW3,44,0.164173,exit_a_not_accumulate
339,ADTN,2022-08-10,595,0,,False,False,False,noW3,16,0.007034,exit_a_not_accumulate
340,DLTH,2022-08-15,598,0,,False,False,False,noW3,11,-0.103689,exit_f_catastrophic
341,GSL,2022-08-16,599,0,,False,False,False,noW3,10,-0.116545,exit_f_catastrophic
342,MFIN,2022-08-24,605,0,,False,False,False,noW3,2,0.022989,exit_a_not_accumulate
343,SMCI,2022-08-25,606,0,,False,False,False,noW3,5,-0.128205,exit_f_catastrophic
344,GSL,2022-08-26,607,0,,False,False,False,noW3,5,0.10083,exit_a_not_accumulate
345,REX,2022-08-30,609,0,,False,False,False,noW3,1,0.070293,exit_a_not_accumulate
346,SCVL,2022-08-25,606,0,,False,False,False,noW3,7,-0.062926,exit_a_not_accumulate
347,EPM,2022-08-29,608,0,,False,False,False,noW3,3,-0.110811,exit_f_catastrophic
348,GNE,2022-08-29,608,0,,False,False,False,noW3,3,-0.101019,exit_f_catastrophic
349,VECO,2022-08-29,608,0,,False,False,False,noW3,4,-0.11046,exit_f_catastrophic
350,LEGH,2022-08-18,601,0,,False,False,False,noW3,19,-0.119202,exit_f_catastrophic
351,JILL,2022-08-18,601,0,,False,False,False,noW3,20,0.021978,exit_a_not_accumulate
352,FRO,2022-08-26,607,0,,False,False,False,noW3,12,0.010059,exit_a_not_accumulate
353,LMB,2022-09-02,611,0,,False,False,False,noW3,5,0.056283,exit_a_not_accumulate
354,KOS,2022-08-23,604,0,,False,False,False,noW3,16,-0.110465,exit_f_catastrophic
355,HP,2022-09-02,612,0,,False,False,False,noW3,10,0.041129,exit_a_not_accumulate
356,EPM,2022-09-01,611,0,,False,False,False,noW3,12,-0.021614,exit_a_not_accumulate
357,PDBC,2022-09-06,613,0,,False,False,False,noW3,7,0.031604,exit_a_not_accumulate
358,RARE,2022-07-25,583,0,,False,False,False,noW3,51,-0.109735,exit_f_catastrophic
359,QNST,2022-08-05,592,0,,False,False,False,noW3,40,-0.026863,exit_a_not_accumulate
360,HASI,2022-08-22,603,0,,False,False,False,noW3,23,-0.000502,exit_a_not_accumulate
361,QLD,2022-09-02,612,0,,False,False,False,noW3,12,-0.002434,exit_a_not_accumulate
362,LBRT,2022-08-18,601,0,,False,False,False,noW3,33,-0.098621,exit_a_not_accumulate
363,HP,2022-09-13,618,0,,False,False,False,noW3,7,-0.072506,exit_a_not_accumulate
364,STRS,2022-09-16,621,0,,False,False,False,noW3,5,-0.131048,exit_f_catastrophic
365,NMRK,2022-09-08,615,0,,False,False,False,noW3,14,-0.107422,exit_f_catastrophic
366,KOS,2022-09-08,615,0,,False,False,False,noW3,14,-0.102686,exit_f_catastrophic
367,CNX,2022-08-01,588,0,,False,False,False,noW3,53,-0.104785,exit_f_catastrophic
368,WNC,2022-09-22,625,0,,False,False,False,noW3,1,0.002618,exit_a_not_accumulate
369,TGS,2022-09-13,618,0,,False,False,False,noW3,13,-0.125641,exit_f_catastrophic
370,ULBI,2022-09-19,622,0,,False,False,False,noW3,7,-0.08932,exit_a_not_accumulate
371,LND,2022-09-21,623,0,,False,False,False,noW3,5,-0.102349,exit_f_catastrophic
372,CNX,2022-09-23,626,0,,False,False,False,noW3,3,0.010929,exit_a_not_accumulate
