ticker,delta_bar,n_rows,classification
WNC,0.2616419203393224,1556,normal
WOMN,0.23674601683487337,1524,normal
WPC,0.24687816086132094,1561,normal
WPP,0.2350646890810819,1561,normal
WRB,0.2702080519774741,1562,volatile
WRN,0.2257485676274898,280,normal
WSBC,0.2623997395933366,1562,normal
WSC,0.2838013125312264,1561,volatile
WSR,0.24149776452679023,1285,normal
WTBA,0.2814584650828258,1557,volatile
WTMF,0.20365718357831447,1345,calm
WTRG,0.28328857268791546,1561,volatile
WWJD,0.23064077354031365,1533,normal
WY,0.2790944364311853,1559,volatile
WYY,0.22484414562486285,991,normal
XCUR,0.10998342118599591,1462,calm
XEL,0.2998803833467724,1561,volatile
XELB,0.1961610200544845,1380,calm
XENE,0.20197332462605497,1561,calm
XERS,0.23378282282239415,906,normal
XLB,0.24570415230985992,1558,normal
XLE,0.28135751119212377,1562,volatile
XLG,0.22175811785909705,1549,normal
XLP,0.2554758472060345,1561,normal
XLRE,0.27606764997478483,1553,volatile
XLSR,0.2271146776015509,1559,normal
XLY,0.2879178467962801,1562,volatile
XMLV,0.2463400863530209,1559,normal
XMVM,0.26732051701338294,1562,normal
XNCR,0.299309433904426,1560,volatile
XOMA,0.28868450369439624,1556,volatile
XPL,0.1657190095525266,24,calm
XPP,0.20134999049575134,1561,calm
XRAY,0.23626325276631704,1553,normal
XRT,0.2629698395494964,1562,normal
XRX,0.27243764889840777,1354,volatile
XSHD,0.2578260678147643,1341,normal
XSMO,0.3153674529603445,1561,volatile
YELP,0.267209426980979,1561,normal
YEXT,0.24385232170701182,1325,normal
YLD,0.22664461598936017,425,normal
YLDE,0.24095625237604257,1449,normal
YORW,0.2510339745404719,1559,normal
YPF,0.2272741825889048,1444,normal
YRD,0.23700313917020077,971,normal
YXI,0.18158575569642396,1546,calm
Z,0.18247301710337002,1561,calm
ZG,0.18337963203551158,1561,calm
ZIG,0.2146785520744077,1527,calm
ZION,0.2652074968221029,1562,normal
ZLAB,0.15017713088618365,1561,calm
ZNTL,0.18132478947561434,1352,calm
ZTO,0.26019615109346667,1554,normal
ZTS,0.13798135368286799,1562,calm
ZUMZ,0.26003877472649806,1561,normal
