ticker,delta_bar,n_rows,classification
FGBI,0.2519058147865774,1459,normal
FGM,0.23667748568489286,1526,normal
FHI,0.2983709072793898,1559,volatile
FHLC,0.2568532189288042,1561,normal
FIBK,0.3014488268105085,1561,volatile
FID,0.2168091506734992,1111,normal
FISI,0.24981413057682098,1558,normal
FISR,0.18304923192662587,737,calm
FITBO,0.21300349997591184,1340,calm
FIW,0.34350077330682594,1561,volatile
FJP,0.2563138538699305,1540,normal
FKU,0.2681888621923081,1533,normal
FLAU,0.2796081968577968,1540,volatile
FLAX,0.262314325103551,1489,normal
FLBR,0.2687479661647272,1542,normal
FLCA,0.26516197130341884,1540,normal
FLCB,0.20150054859688235,429,calm
FLCO,0.2578614833685402,648,normal
FLDR,0.21007330034580332,149,calm
FLEX,0.13694289568424278,1556,calm
FLGR,0.2600066909721789,1511,normal
FLGT,0.13477239789508993,1560,calm
FLHY,0.24033867521437677,630,normal
FLIA,0.18481707578075232,275,calm
FLIN,0.2690054285233739,1529,normal
FLJP,0.2765213112558671,1520,volatile
FLLA,0.2799552204749624,1539,volatile
FLMX,0.24764478683140428,1547,normal
FLNG,0.2716472327478748,1528,volatile
FLO,0.2794272926738563,1500,volatile
FLQL,0.2252477141274888,1552,normal
FLQS,0.26073793353575814,1515,normal
FLR,0.217228098821554,1562,normal
FLRT,0.31179784969589175,418,volatile
FLSA,0.28216001568351756,1508,volatile
FLSW,0.2735903666505618,1540,volatile
FLTB,0.23091427883273774,503,normal
FLTW,0.1896649452231138,1557,calm
FLV,0.2459926188962232,1556,normal
FLWS,0.22261659517542948,1470,normal
FLXS,0.20639899861649433,1555,calm
FMAO,0.26481352815105186,1550,normal
FMB,0.24943275512250052,866,normal
FMC,0.22072583834495313,1561,normal
FMF,0.2006679370120167,1482,calm
FMHI,0.2264273104403396,993,normal
FMNB,0.2744632464494318,1485,volatile
FN,0.10460232810474651,1561,calm
FNDB,0.2558734384184671,1310,normal
FNDC,0.29319417668351144,1551,volatile
FNDF,0.27871798626453925,1544,volatile
FNF,0.3123559463242465,1561,volatile
FNKO,0.1662307737763354,1464,calm
FNLC,0.24700635265919654,1553,normal
FNY,0.3346023233789194,1562,volatile
FORM,0.19573639313118174,1561,calm
FOX,0.21969890411877038,1557,normal
FOXA,0.20550352588089024,1559,calm
FPE,0.2280699787041927,328,normal
FPEI,0.26029169011476305,262,normal
FPI,0.26240786192433035,1279,normal
FR,0.280843598396149,1561,volatile
FRBA,0.2680247471539583,1419,normal
FRD,0.19328002171339154,1434,calm
FRI,0.2832450712500028,1518,volatile
FRO,0.24288115850267158,1510,normal
FRPH,0.28295752741091235,1551,volatile
FSBW,0.266578707001465,1562,normal
FSK,0.25605153566127536,1451,normal
FSM,0.24348992326858482,1183,normal
FSMB,0.3857046798901934,18,volatile
FSMD,0.23299932014873026,1554,normal
FSS,0.20398227486620713,1561,calm
FSTA,0.2532019659958193,1548,normal
FSTR,0.2099336490268052,1544,calm
FSZ,0.2535704127439965,1550,normal
FTA,0.25856663795242585,1561,normal
FTAI,0.11216320651789763,1561,calm
FTC,0.2812319403479711,1561,volatile
FTDR,0.20264201463084686,1562,calm
FTGC,0.20191751980950648,1385,calm
FTHI,0.26054503479911556,1087,normal
FTI,0.2506737193259377,1543,normal
FTLS,0.2662125243403027,1542,normal
FTRI,0.2961216934619293,1279,volatile
FTS,0.28631067323289106,1560,volatile
FTSD,0.23208087597402494,615,normal
FTSL,0.26399839757887694,621,normal
FTV,0.2896436880068068,1562,volatile
FTXH,0.28164606601640074,1482,volatile
FTXL,0.19240016059707177,1562,calm
FTXN,0.25215155337746936,1560,normal
FTXO,0.2538907840059077,1559,normal
FUL,0.3492294720544464,1561,volatile
FUN,0.2729668103250929,1561,volatile
FUNC,0.19615418484490377,1500,calm
FUTY,0.2655078512105042,1561,normal
FVAL,0.19861313028678915,1562,calm
FVC,0.28229993471255566,1451,volatile
FVCB,0.25431988063304184,1379,normal
FVD,0.2683634957131762,1520,normal
FWONA,0.31923300276509237,1562,volatile
FWRD,0.19436915760588758,1561,calm
FXD,0.31083047211187503,1562,volatile
FXI,0.22558791944384157,1562,normal
FXU,0.298120543401726,1550,volatile
FXZ,0.3265477999637314,1562,volatile
FYLD,0.2774079022353195,1494,volatile
FYT,0.27302584982305667,1562,volatile
GAA,0.2787619730515576,1338,volatile
GABC,0.2417215016870735,1562,normal
GAIA,0.2313911977461161,1166,normal
GAIN,0.25758945072640926,1236,normal
GALT,0.26418283083850774,718,normal
GASS,0.2477537033389995,838,normal
GAU,0.1590767668165527,197,calm
GBCI,0.3296491160190511,1561,volatile
GBDC,0.23976619614657077,1132,normal
GBF,0.2951125649894664,1540,volatile
GCBC,0.2548607598472322,1539,normal
GCC,0.22137572245714338,1292,normal
GDDY,0.1787473618893924,1562,calm
GDEN,0.27411683774201623,1525,volatile
GDOT,0.2138974860832125,1523,calm
GDS,0.20710079695780495,1562,calm
GDXJ,0.20318089042107396,1561,calm
GDYN,0.2001384756509049,1519,calm
GEF,0.3341026826336875,1562,volatile
GEL,0.2672050485538463,1488,normal
GEM,0.25190517037948384,1543,normal
GERN,0.19828182405098957,512,calm
GFF,0.22106266354317225,1561,normal
GFI,0.1858200857325192,1544,calm
GFL,0.2729045749415769,1561,volatile
GGAL,0.1927238157275999,1534,calm
GGB,0.23895685853531565,654,normal
GHM,0.17436319237671355,1522,calm
GHYB,0.22688739772330793,1140,normal
GHYG,0.22492474840612417,1244,normal
GIGB,0.24295483390408315,1341,normal
GIII,0.23775960846647187,1561,normal
GIL,0.23165523742639155,1562,normal
GILD,0.2220528931727007,1562,normal
GIS,0.31539313210523606,1561,volatile
GLAD,0.2902974152662297,1488,volatile
GLBS,0.14917596798993782,577,calm
GLNG,0.24817368085229985,1556,normal
GLP,0.2832771331329721,1553,volatile
GLPI,0.2712847764287423,1558,volatile
GLRE,0.24718255122619842,1226,normal
GLW,0.15514342105029624,1561,calm
GMAB,0.31634851663375785,1561,volatile
GNE,0.19430290857278698,1395,calm
GNL,0.2619723993446512,1295,normal
GNMA,0.2422083222316644,1017,normal
GNR,0.2671253581811104,1561,normal
GNSS,0.24171595549170127,777,normal
GNTX,0.2503031878753432,1558,normal
GNW,0.2597562729747617,860,normal
GOGO,0.22613346003226695,1493,normal
GOOD,0.2471069059700468,1431,normal
GOOS,0.22224004601220004,1547,normal
GORO,0.22567161790733048,299,normal
GOSS,0.18412051140473984,931,calm
GOVT,0.2405060114542621,508,normal
GPK,0.23953615311435364,1535,normal
GPMT,0.223375359219209,1029,normal
GPRE,0.31322166653277317,1548,volatile
GPRK,0.2662627624120742,1480,normal
GRFS,0.25247351054457484,1444,normal
GRID,0.25859151419308357,1562,normal
GRNB,0.2156430310921033,372,calm
GROW,0.2366259296336467,566,normal
GRPN,0.19292690002844842,1555,calm
GSAT,0.19358388037171648,1513,calm
GSBD,0.2444732962768619,1218,normal
GSEU,0.26148332309670136,1538,normal
GSEW,0.25226218701206876,1558,normal
GSIT,0.1720037471446028,1180,calm
GSJY,0.2669080834925736,1541,normal
GSL,0.2647534474035668,1530,normal
GSLC,0.25204310106343597,1562,normal
GSM,0.23057261803529536,1043,normal
GSSC,0.3219231335278868,1561,volatile
GTE,0.20163124219220974,1414,calm
GTIM,0.21199874901378493,517,calm
GTIP,0.25077160236305385,1151,normal
GTN,0.22006181354716678,1484,normal
GTO,0.25585422028716975,1219,normal
GUNR,0.2462964094223011,1559,normal
GVA,0.22669997545627127,1562,normal
GVAL,0.21682751745511536,1442,normal
GVI,0.2628810595077424,1359,normal
GWRS,0.256136256714989,1419,normal
GWX,0.28573278761271315,1543,volatile
GYLD,0.2466741633577016,781,normal
HALO,0.22771719018865647,1561,normal
HAS,0.2906297462740877,1562,volatile
HASI,0.25064378070759613,1561,normal
HAUZ,0.27795727508148804,1438,volatile
HAWX,0.22662231329815355,1460,normal
HBB,0.20930573684261056,1546,calm
HBCP,0.3097124322461091,1561,volatile
HBIO,0.22425781564978095,1537,normal
HBM,0.20949876039789173,1391,calm
HCSG,0.22714929129184608,1504,normal
HDB,0.29802523526053415,1561,volatile
HDEF,0.26664930783233837,1420,normal
HDGE,0.18045960957506993,1499,calm
HDMV,0.29985176875976216,1443,volatile
HDSN,0.21021127780720802,1155,calm
HDV,0.15523666858044202,1518,calm
HEDJ,0.2137324277809399,1549,calm
HEEM,0.2705187685899617,1506,volatile
HEFA,0.1914633329770176,1485,calm
HERO,0.2593194170994051,1540,normal
HESM,0.24805195480767644,1561,normal
HEWJ,0.16214696742317036,1544,calm
HEZU,0.2170004633519227,1541,normal
HFFG,0.21055253297741125,1034,calm
HFWA,0.2437008680832174,1560,normal
HFXI,0.2707316575119047,1418,volatile
HIG,0.29756266609376064,1561,volatile
HIPS,0.23253069614567723,760,normal
HIW,0.251080329010037,1561,normal
HL,0.1956812764917711,1352,calm
HLAL,0.21278803863672358,1557,calm
HLIT,0.24812298323643187,1441,normal
HLX,0.26294595278614524,1388,normal
HMC,0.23519194351497835,1558,normal
HMN,0.2598864818837172,1559,normal
HMOP,0.22732452874878556,608,normal
HMY,0.2193247888740555,1283,normal
HNDL,0.24694843255602408,990,normal
HNI,0.3203502565133458,1562,volatile
HNNA,0.2134349105579527,1168,calm
HNRG,0.20589208019259314,1248,calm
HOFT,0.25408414659668,1543,normal
HOTH,0.1701014401140046,904,calm
HP,0.32131808660367106,1561,volatile
HPE,0.16219746972902635,1521,calm
HPQ,0.22682802344924474,1561,normal
HQI,0.21551643646500562,1490,calm
HRB,0.2694894938950828,1559,volatile
HRL,0.22478638376929175,1561,normal
HRTG,0.22209181995857563,1385,normal
HRZN,0.24888422512688485,1208,normal
HST,0.2690252629713667,1531,normal
HSTM,0.18997757413306646,1550,calm
HTAB,0.18297329039940693,300,calm
HTGC,0.2788294228842124,1413,volatile
HTH,0.26936277074276377,1560,normal
HTHT,0.2808566168432525,1562,volatile
HTLD,0.2696988663446892,1464,volatile
HTRB,0.22286760985222404,939,normal
HTUS,0.1957757698452276,1516,calm
HUN,0.24036307772549503,1561,normal
HURC,0.24219705474922348,1558,normal
HWBK,0.2671108644651534,1483,normal
HWCPZ,0.25318680133535226,1260,normal
HWKN,0.15566715642782286,1562,calm
HYD,0.20133467886899112,1164,calm
HYDB,0.24260615422459264,1149,normal
HYDW,0.2272351980860365,1016,normal
HYEM,0.2463243671114254,571,normal
HYG,0.18725449132954722,1456,calm
HYGV,0.20676335978427904,1093,calm
HYHG,0.26602762152981646,1387,normal
HYLB,0.22006170029563332,952,normal
HYLS,0.22158474603592926,1009,normal
HYS,0.19973011911462102,1449,calm
HYTR,0.1938406156383599,382,calm
HYUP,0.21503442454195665,1170,calm
HYZD,0.2254291762413768,528,normal
HZO,0.2876169125530923,1561,volatile
IAC,0.12341310932673032,1550,calm
IAGG,0.22612745592736816,922,normal
IAK,0.28609460051611413,1561,volatile
IART,0.2857103427594359,1560,volatile
IBD,0.21102112428665934,522,calm
IBDR,0.24659311010493165,213,normal
IBDS,0.21224204092590318,316,calm
IBDT,0.23684515079080162,478,normal
IBDU,0.24632299466815014,516,normal
IBDV,0.22246771706218027,522,normal
IBKR,0.20021320018426225,1545,calm
IBN,0.29490019625996905,1528,volatile
IBND,0.2714864935988519,1259,volatile
IBTH,0.19027634989073658,238,calm
IBTI,0.20522336247129352,332,calm
IBTJ,0.18547318148800432,438,calm
ICF,0.27877969889771587,1561,volatile
ICL,0.24304924432121672,971,normal
ICMB,0.23671518398310115,517,normal
IDA,0.30964189880504894,1561,volatile
IDCC,0.154149995320307,1562,calm
IDEV,0.2641916662260733,1561,normal
IDHQ,0.26395937233820893,1520,normal
IDLV,0.26179492589430625,1412,normal
IDMO,0.23602753805958185,1524,normal
IDNA,0.28593563608725087,1556,volatile
IDOG,0.2570442224010202,1497,normal
IDU,0.3274888741735912,1561,volatile
IDV,0.25691416186229,1514,normal
IDX,0.2660657266560417,1409,normal
IDYA,0.26886203435797446,1556,normal
IEF,0.27659901777548973,1541,volatile
IEFA,0.26974104889951467,1561,volatile
IEMG,0.24950860081406576,1561,normal
IESC,0.12005779298644836,1561,calm
IETC,0.26646852039973745,1562,normal
IEUR,0.25295389002910207,1561,normal
IEUS,0.285353537584269,1562,volatile
IEV,0.2568471967635421,1561,normal
IEZ,0.2662200722164236,1561,normal
IFF,0.20698757033508597,1562,calm
IFGL,0.26695915335915715,1437,normal
IFRX,0.2248866216373657,881,normal
IFV,0.27194858285402684,1434,volatile
IG,0.24618193422479037,664,normal
IGE,0.24341557690718896,1559,normal
IGF,0.27188816517533443,1554,volatile
IGHG,0.2430552160329263,1378,normal
IGIB,0.24187265991959464,1306,normal
IGIC,0.21511589352487856,1299,calm
IGLB,0.21742659200242387,1549,normal
IGM,0.23113254996808313,1562,normal
IGOV,0.2893383947231688,1449,volatile
IGRO,0.26772659643342067,1561,normal
IGSB,0.21148360706714742,559,calm
IHAK,0.2612071354869846,1561,normal
IHDG,0.22626733179416622,1548,normal
IHE,0.29524468014154315,1561,volatile
IHF,0.25173179922325134,1561,normal
IHG,0.2672286626784586,1562,normal
IHI,0.25965640809449764,1561,normal
IHRT,0.21462304208122665,1274,calm
IHY,0.2633316744198027,665,normal
IIGD,0.2188480277752389,206,normal
III,0.23592234595053355,805,normal
IIIV,0.30749316231449303,1560,volatile
IJH,0.27906581732354974,1562,volatile
IJK,0.30268516914591426,1562,volatile
ILF,0.28283899427893555,1551,volatile
ILTB,0.2959179095501736,1547,volatile
IMAX,0.2438628936416109,1557,normal
IMMR,0.21077251357063864,1255,calm
IMOM,0.2995889680588532,1542,volatile
IMOS,0.19682119323205896,1553,calm
IMTM,0.26393301226242644,1553,normal
INBK,0.2498504424923643,1562,normal
INBKZ,0.23522820588155827,1037,normal
INDB,0.27764568229823117,1561,volatile
INDL,0.3208848532752483,1561,volatile
INDS,0.25253550319632945,1558,normal
INFY,0.29791927517295974,1524,volatile
INGR,0.22842383664613333,1562,normal
INMB,0.180665173251974,1394,calm
INN,0.24516710644683096,1175,normal
INSE,0.24955988359499004,1475,normal
INSW,0.3028265570477606,1561,volatile
INTT,0.23837010305150008,1456,normal
INVH,0.26186102308759024,1557,normal
IOO,0.24714880636104933,1562,normal
IOVA,0.19205851680476535,1470,calm
IP,0.27441259181913535,1562,volatile
IPAC,0.26268225713698495,1561,normal
IPAY,0.3047228773819677,1562,volatile
IPHA,0.21892575935362057,817,normal
IPKW,0.2472757413942111,1559,normal
IPOS,0.23005091863738283,1443,normal
IQ,0.16655128154333645,1117,calm
IQDF,0.27021832536708257,1452,volatile
IQDG,0.27160538376639703,1554,volatile
IQDY,0.2809247887367566,1527,volatile
IR,0.277638833649773,1562,volatile
IRM,0.21408926350185808,1561,calm
IRMD,0.250210211310863,1561,normal
IRS,0.23195482473870968,1296,normal
IRT,0.2699526700310023,1504,volatile
IRWD,0.17937336991635616,1324,calm
ISCF,0.2889291350647452,1545,volatile
ISHG,0.2806409821946607,1499,volatile
ISTB,0.2181394921544526,470,normal
ISTR,0.26658510735124497,1476,normal
ITEQ,0.29350857888170206,1562,volatile
ITM,0.2576841260083464,854,normal
ITP,0.22392094378381786,473,normal
ITUB,0.2569364766023643,860,normal
IUS,0.21538869090437832,1544,calm
IUSB,0.26921419658017054,1111,normal
IUSV,0.24596973717139237,1561,normal
IVAL,0.28909143472498183,1508,volatile
IVLU,0.27843558656073714,1488,volatile
IVOG,0.28678836794918927,1562,volatile
IVOL,0.2504927378734999,888,normal
IVOV,0.3253313663487547,1562,volatile
IWL,0.2640256198538358,1562,normal
IWR,0.28962990420279017,1562,volatile
IWS,0.3013434340193842,1561,volatile
IWX,0.23358541240326003,1560,normal
IXC,0.2583052168047397,1560,normal
IXJ,0.283546057043745,1561,volatile
IXN,0.239714608064341,1562,normal
IYE,0.28078062530149606,1562,volatile
IYG,0.2722889584627977,1561,volatile
IYH,0.26797494227624924,1556,normal
IYJ,0.2787411528172065,1561,volatile
IYK,0.2894282842549829,1561,volatile
IYR,0.30639471694693654,1561,volatile
IYZ,0.26102157276744004,1513,normal
IZEA,0.1634898478129909,916,calm
IZRL,0.25539929148676027,1533,normal
JAKK,0.2149793893886576,1538,calm
JBGS,0.2276819417819378,1548,normal
JBLU,0.2516536604604018,1449,normal
JFIN,0.19258032737185296,1214,calm
JHEM,0.2549993770402429,1519,normal
JHG,0.2110692914472562,1516,calm
JHMD,0.2837802500607484,1539,volatile
JHML,0.218257951757301,1559,normal
JHX,0.22328334016987178,1561,normal
JILL,0.22349623098467886,1540,normal
JMBS,0.2517325349013113,1015,normal
JMIA,0.17386322783820124,1451,calm
JMOM,0.2281631062005272,1561,normal
JNK,0.19664461513244777,1516,calm
JOB,0.21090702571217396,67,calm
JOE,0.2627735199942871,1562,normal
JPEM,0.2519562310273185,1561,normal
JPIN,0.2875418001633604,1561,volatile
JPMB,0.261451881639597,1308,normal
JPUS,0.29255029762243007,1561,volatile
JPXN,0.2951111271904014,1561,volatile
JQUA,0.20515842171787096,1556,calm
JRSH,0.26618753535388223,528,normal
JSM,0.23381004530954055,1289,normal
JSMD,0.34121073521003614,1562,volatile
JSML,0.349431522950079,1560,volatile
JUST,0.24311342910636355,1562,normal
JVA,0.20825822421566953,707,calm
JXI,0.27199055673558536,1560,volatile
KALV,0.14953665197651467,1534,calm
KAPR,0.22578335865500085,1214,normal
KBE,0.27743195671039883,1561,volatile
KBWD,0.2639517482410055,1325,normal
KBWP,0.3432260310914596,1560,volatile
KBWY,0.23175774263267307,1454,normal
KC,0.2247766649349863,1431,normal
KDP,0.23739568269460648,1548,normal
KE,0.20528143453256323,1555,calm
KEN,0.2283461584673284,1527,normal
KFS,0.2667596934307704,927,normal
KGC,0.1996802123174491,1263,calm
KHC,0.235270163539967,1558,normal
KIE,0.24199322974525483,1558,normal
KINS,0.1913827485950006,1051,calm
KMDA,0.2395232955219507,990,normal
KMPR,0.295316068206082,1562,volatile
KN,0.24464640012871589,1532,normal
KNG,0.2765044345377938,1552,volatile
KNOP,0.23171061240036867,1289,normal
KNX,0.29135067729281516,1562,volatile
KOCT,0.26495752737155676,1258,normal
KOD,0.13324548080017729,1469,calm
KOF,0.2928851426550682,1561,volatile
KOP,0.25749612749508605,1562,normal
KORP,0.25591894948241206,1063,normal
KOS,0.2714135661852889,1116,volatile
KOSS,0.15407175513755056,1136,calm
KR,0.24729994288324259,1562,normal
KRC,0.28107328660734815,1561,volatile
KRE,0.2689986372842972,1561,normal
KREF,0.25941137081223364,1399,normal
KRMD,0.22741186390080856,892,normal
KRNY,0.2691599525208598,1280,normal
KRO,0.26878099218085966,1490,normal
KSA,0.28220962508536007,1544,volatile
KT,0.2577760214764155,1313,normal
KTCC,0.25268534484331934,795,normal
KVHI,0.2357452407460193,1203,normal
KW,0.2585874073208013,1387,normal
KXI,0.277166317007001,1558,volatile
KZR,0.14774988410915801,1362,calm
L,0.2868312073823855,1561,volatile
LAC,0.23256149200911647,1394,normal
LADR,0.2474695860379578,1225,normal
LARK,0.3038925743373435,1431,volatile
LAUR,0.17917220653042273,1462,calm
LBRT,0.2640311876950209,1561,normal
LBTYA,0.1752324151682608,1499,calm
LBTYK,0.18115370992508367,1511,calm
LCUT,0.2436320438908405,1412,normal
LDEM,0.27329699781534345,1539,volatile
LDSF,0.22657441793107125,66,normal
LE,0.21571174246994052,1556,calm
LEAD,0.23144463935201112,1560,normal
LEE,0.19925070439134226,1533,calm
LEG,0.2658719931996821,1545,normal
LEGH,0.2316019689937307,1551,normal
LEGR,0.26508029348268697,1559,normal
LEMB,0.2590692573087989,1310,normal
LEVI,0.2826643070533093,1554,volatile
LFVN,0.16445403049535148,1283,calm
LGH,0.24929858407116517,1532,normal
LGLV,0.297672289788187,1561,volatile
LGOV,0.25937884135212735,999,normal
LILAK,0.27263124173313513,1411,volatile
LIQT,0.1763262935338838,1037,calm
LIVE,0.16143780515371353,1530,calm
LKFN,0.3197117736480625,1562,volatile
LKOR,0.2329830021889203,1525,normal
LMAT,0.20850844100528612,1561,calm
LMB,0.15264645534080953,1487,calm
LND,0.25640479370483377,795,normal
LNT,0.2841870269881011,1561,volatile
LOAN,0.1932116816611522,536,calm
LOB,0.22903512593451342,1562,normal
LODE,0.15929733821297398,1389,calm
LOMA,0.22814725851041895,1290,normal
LOOP,0.18662084500842557,941,calm
LOUP,0.26399030190126554,1562,normal
LOVE,0.209572670665954,1559,calm
LPCN,0.1884548945881925,1347,calm
LPL,0.23781438153547946,1039,normal
LPRO,0.2321504256674499,1252,normal
LPTH,0.22864671782313958,699,normal
LQDH,0.18955036024756916,1408,calm
LQDI,0.2538155950135349,960,normal
LQDT,0.21990171671155367,1532,normal
LRGE,0.28244568731385494,1561,volatile
LRGF,0.21092286790458978,1561,calm
LRMR,0.20202384833321757,1331,calm
LRN,0.15781839276835907,1561,calm
LRNZ,0.28155460784945646,1561,volatile
LTC,0.2400689520455287,1559,normal
LTL,0.2290121537066344,1436,normal
LTRX,0.24571333050007313,1179,normal
LUV,0.26886447432816607,1561,normal
LVS,0.2945212802598825,1561,volatile
LWAY,0.19388721725907723,1349,calm
LX,0.205383859354686,1013,calm
LXP,0.25729971166613846,1561,normal
LXRX,0.1967833693124408,708,calm
LXU,0.18583756959626221,1384,calm
LYB,0.25777911709041085,1561,normal
LYG,0.1518836004881481,238,calm
LYTS,0.19735656213471636,1452,calm
LZB,0.2660685710880203,1562,normal
MAIN,0.2605118440737936,1558,normal
MANU,0.20938867538062106,1508,calm
MARA,0.18038912923829797,1487,calm
MARB,0.22391438974606614,158,normal
MARPS,0.1653985086284243,1018,calm
MAT,0.2259267370657781,1523,normal
MBB,0.21893820896271857,1332,normal
MBI,0.15873280316666968,1388,calm
MBUU,0.287918623469072,1561,volatile
MCBS,0.22485148928145732,1545,normal
MCFT,0.29070124785283913,1561,volatile
MCHX,0.20962816339987778,316,calm
MCRI,0.24354375884759163,1562,normal
MD,0.19610007032586382,1539,calm
MDIA,0.1661929930161907,789,calm
MDIV,0.2360122970556062,784,normal
MDLZ,0.2924796830037633,1561,volatile
MDRR,0.14871713609538134,1353,calm
MDT,0.29270192996536537,1561,volatile
MDYV,0.30331432909343004,1562,volatile
MEAR,0.21724514841682274,95,normal
MEC,0.2246936491369664,1535,normal
MEI,0.23650824647608729,1550,normal
MEOH,0.29725675886896924,1561,volatile
MET,0.292622087277992,1562,volatile
METC,0.19407978463738285,1430,calm
MEXX,0.24432047908216428,1560,normal
MFC,0.2578578642614374,1517,normal
MFG,0.17402238940753206,376,calm
MFIN,0.2785629769675375,1288,volatile
MGA,0.26871490932707376,1562,normal
MGNX,0.15468278939478095,1316,calm
MGRC,0.26432603484550693,1562,normal
MGV,0.27261663848850587,1561,volatile
MHH,0.2050078997996301,1465,calm
MIRM,0.1994504564564969,1561,calm
MIST,0.16872594971801508,948,calm
MITK,0.2583385005949734,1482,normal
MITT,0.14190167712466253,1197,calm
MJ,0.12433503803090683,1561,calm
MKC,0.285615794865687,1562,volatile
MLP,0.2260249575573132,1353,normal
MLPA,0.26841632144222705,1557,normal
MLPX,0.22448888842794004,1561,normal
MLSS,0.19388411518324603,329,calm
MMLP,0.24777112461572912,612,normal
MMS,0.2400377240987018,1562,normal
MNA,0.24209089917966392,718,normal
MNDO,0.1853655418942813,85,calm
MNKD,0.21903605815124066,1082,normal
MNOV,0.2018864766116726,451,calm
MNPR,0.16192848530351261,1478,calm
MNRO,0.26664588219543184,1561,normal
MNSB,0.2922810168450492,1515,volatile
MNST,0.23021773923737332,1562,normal
MO,0.2584097376212707,1562,normal
MOAT,0.2759283682243057,1562,volatile
MOGU,0.15534529914154405,1000,calm
MOO,0.30358064521335015,1561,volatile
MOS,0.23927596943682813,1561,normal
MOTI,0.2666351331621061,1537,normal
MOTO,0.25742702552168967,1543,normal
MOV,0.2734192172173054,1560,volatile
MPAA,0.24370196934223273,1532,normal
MPB,0.27013259467154555,1555,volatile
MPLX,0.2455269494990518,1536,normal
MPX,0.22146207918899277,1419,normal
MREO,0.21757351348912152,633,normal
MRGR,0.22090054142640098,650,normal
MRK,0.2615175497942122,1562,normal
MRNA,0.08740832951237484,1561,calm
MRSK,0.21747632648050524,1253,normal
MRTN,0.28381241920586986,1515,volatile
MSBI,0.23788320675496588,1550,normal
MTA,0.2436986292634189,1153,normal
MTDR,0.2695352344222068,1560,volatile
MTG,0.2868213776584861,1508,volatile
MTGP,0.228173415907586,950,normal
MTNB,0.18822527033609104,1215,calm
MTR,0.19952288745826025,1301,calm
MTRX,0.2635262610802674,1513,normal
MTW,0.25419514366569057,1539,normal
MTX,0.3192930792271907,1561,volatile
MUB,0.26742620907220416,1385,normal
MUNI,0.23143964539916892,740,normal
MUR,0.30219875548158803,1561,volatile
MUST,0.22088295262748617,337,normal
MUX,0.2223837592310935,1522,normal
MVBF,0.22052790307603817,1561,normal
MWA,0.2534919156650459,1469,normal
MXI,0.3216796912894014,1561,volatile
MYFW,0.21660009301423389,1545,normal
MYGN,0.3013610468457773,1544,volatile
NACP,0.22925025028899096,1539,normal
NANR,0.28344858475173207,1562,volatile
NAPR,0.19983158047835653,1113,calm
NAT,0.23129087820827174,658,normal
NATR,0.20719536230736368,1509,calm
NAVI,0.25426878250276336,1507,normal
NBHC,0.2522280747178418,1562,normal
NBN,0.21511832733458516,1558,calm
NBTB,0.2694115533746604,1562,volatile
NC,0.24240794867419274,1561,normal
NCLH,0.2605695344757704,1561,normal
NCNA,0.027631659202695162,1506,calm
NDAQ,0.26152725613801786,1562,normal
NEAR,0.23736864890339757,145,normal
NEOG,0.23733266123904723,1531,normal
NERD,0.26345690037325237,1469,normal
NESR,0.233370032685235,1403,normal
NETL,0.24326658773235654,1497,normal
NEWT,0.16903578454239007,1544,calm
NEXA,0.24641300163548194,1302,normal
NEXT,0.2302274332478894,1301,normal
NFBK,0.2769441496815366,1421,volatile
NFE,0.1937592267462305,1429,calm
NFG,0.31788903367807236,1561,volatile
NFRA,0.2623490369015068,1555,normal
NFTY,0.26785097393783014,1481,normal
NGG,0.24454558063720583,1562,normal
NGL,0.2456514960271938,821,normal
NGVC,0.18814563906418574,1532,calm
NHI,0.2738012568236489,1561,volatile
NHTC,0.23979815749092845,932,normal
NIO,0.1990018831984172,1458,calm
NJAN,0.20724521438641963,1192,calm
NJR,0.28067764179975846,1561,volatile
NKSH,0.231923560271119,1552,normal
NMFC,0.2505422811396977,933,normal
NMRK,0.26532477948087924,1472,normal
NNBR,0.234336215305238,936,normal
NNI,0.22977220697706818,1562,normal
NNVC,0.22265212821304448,704,normal
NOA,0.2058361837849806,1535,calm
NOAH,0.23546688341155725,1524,normal
NOBL,0.162323809878957,1562,calm
NOCT,0.2182345222973254,1202,normal
NOMD,0.28157579964350643,1509,volatile
NOV,0.29105859058979994,1555,volatile
NRP,0.23310042386448568,1555,normal
NRT,0.22579216167864447,1271,normal
NSPR,0.17329400455869717,752,calm
NSSC,0.1849118382756967,1559,calm
NSYS,0.24633379378998846,1423,normal
NTB,0.2708434005378774,1562,volatile
NTIC,0.24001432150383487,1360,normal
NTIP,0.27915387121983015,194,volatile
NTSX,0.23545285465312052,1553,normal
NTWK,0.2388420176309554,684,normal
NUDM,0.28676305315885764,1527,volatile
NUEM,0.27249109919596437,1540,volatile
NUHY,0.20913801425414708,541,calm
NULG,0.28334971295838873,1562,volatile
NULV,0.2612963622296124,1528,normal
NUMV,0.2628056736061914,1540,normal
NUS,0.20922547660815174,1533,calm
NVAX,0.10681278701236978,1536,calm
NVDA,0.14893108682305353,1556,calm
NVGS,0.26768823356611887,1484,normal
NVS,0.3060583211326022,1561,volatile
NVST,0.28226069911364077,1560,volatile
NWE,0.278882406101192,1561,volatile
NWFL,0.2710281555786343,1533,volatile
NWL,0.24417675521895132,1463,normal
