symbol,decision_timestamp,S_UF,R_UF,D,M,R_rev,U_star,C_k,P,B,forward_return
BH.A,2026-01-22T05:00:00+00:00,0.625,0.31581877066691194,0,0,0,0.34050744111233266,3,0,0,-0.14240722706835462
BH.A,2026-02-12T05:00:00+00:00,0.6153846153846154,0.30885557259754715,1,0,0,0.3670594235771905,3,0,0,0.0185650021163708
BKV,2025-11-21T05:00:00+00:00,0.25,0.3893333251720386,1,0,1,0.3870131871770689,3,2,0,0.2093918398768284
BKV,2026-01-22T05:00:00+00:00,0.5,0.37767997410106924,-1,0,1,0.3549749836227849,3,2,0,0.11894586894586912
BKV,2026-02-12T05:00:00+00:00,0.5833333333333334,0.390052818588371,1,0,0,0.35627181727858837,3,0,0,0.042122719734660086
BLK,2025-11-21T05:00:00+00:00,0.6666666666666667,0.5714104556569451,1,0,0,0.4746195240391194,3,0,0,0.07777514979501743
BLK,2026-01-22T05:00:00+00:00,0.6666666666666667,0.5705728637270092,1,0,0,0.4933119590474181,3,0,0,-0.04043098304846793
BLK,2026-02-12T05:00:00+00:00,0.6666666666666667,0.5713188386794097,1,0,0,0.49212676470965727,3,0,0,0.03600693424779511
BLZE,2025-11-21T05:00:00+00:00,0.3181818181818182,0.2811578428531404,0,0,0,0.4408842754037305,3,0,-1,0.0185185185185186
BLZE,2026-01-22T05:00:00+00:00,0.32051282051282054,0.2816345845754079,1,0,0,0.43866383610056386,3,0,-1,-0.09465020576131689
BLZE,2026-02-12T05:00:00+00:00,0.32051282051282054,0.2826304518962056,1,0,0,0.4409294615920735,3,0,-1,0.1055276381909549
BMI,2025-11-21T05:00:00+00:00,0.5,0.5865629479788708,0,0,0,0.6666666666666666,3,0,0,-0.10193846500619863
BMI,2026-01-22T05:00:00+00:00,0.5,0.4960850119839743,1,0,0,0.6666666666666666,3,0,0,-0.0741300180096438
BMI,2026-02-12T05:00:00+00:00,0.5,0.4829887373498785,1,0,0,0.5389349219816394,3,0,0,0.006060223470740533
BMRN,2025-11-21T05:00:00+00:00,0.5714285714285714,0.346926613636232,0,0,0,0.3401474781697394,3,0,0,0.1716950082281954
BMRN,2026-01-22T05:00:00+00:00,0.5625,0.33886830448853583,1,0,0,0.3500020725231362,3,0,0,0.12067156348373564
BMRN,2026-02-12T05:00:00+00:00,0.5625,0.3380247777046448,1,0,0,0.3442576267115291,3,0,0,0.06906906906906918
BOHpA,2025-11-21T05:00:00+00:00,0.5,0.34481478363793727,1,0,0,0.39431246874449455,3,1,0,0.05660377358490565
BOHpA,2026-01-22T05:00:00+00:00,0.5,0.3415355588231289,1,0,0,0.3944648911299742,3,1,0,0.0005955926146516966
